StartTime,ActualDuration,Labels,NumThreads,ActualQPS,p50,p90,p99,cpu_mili_avg_telemetry_mixer,cpu_mili_max_telemetry_mixer,mem_MB_max_telemetry_mixer,cpu_mili_avg_fortioserver_deployment_proxy,cpu_mili_max_fortioserver_deployment_proxy,mem_MB_max_fortioserver_deployment_proxy,cpu_mili_avg_ingressgateway_proxy,cpu_mili_max_ingressgateway_proxy,mem_MB_max_ingressgateway_proxy
2019-11-11T19:36:02.398699757Z,240,ef47db99_qps_2000_c_16_1024_nomixer_base,16,2000,572,723,1093,1,4,48,2,5,31,15,22,86
2019-11-11T19:32:01.711898033Z,240,ef47db99_qps_2000_c_16_1024_nomixer_both,16,2000,2355,2892,3429,1,3,48,335,599,31,15,22,86
2019-11-11T19:28:00.698856641Z,240,ef47db99_qps_2000_c_16_1024_nomixer_serveronly,16,2000,1337,1674,2128,1,2,48,251,462,31,16,24,86
2019-11-11T19:24:00.0504358Z,240,ef47db99_qps_1000_c_16_1024_nomixer_base,16,1000,663,802,1177,1,6,48,2,3,31,15,19,86
2019-11-11T19:19:59.405744174Z,240,ef47db99_qps_1000_c_16_1024_nomixer_both,16,1000,2638,3237,3878,1,3,48,170,224,31,15,21,86
2019-11-11T19:15:58.341665729Z,240,ef47db99_qps_1000_c_16_1024_nomixer_serveronly,16,1000,1574,1943,2420,1,2,48,143,250,31,16,22,86
2019-11-11T19:11:57.664427074Z,240,ef47db99_qps_500_c_16_1024_nomixer_base,16,500,719,887,1356,1,2,48,2,3,31,14,23,86
2019-11-11T19:07:56.998805342Z,240,ef47db99_qps_500_c_16_1024_nomixer_both,16,500,2647,3215,3849,1,4,48,93,153,31,16,20,86
2019-11-11T19:03:55.924585634Z,240,ef47db99_qps_500_c_16_1024_nomixer_serveronly,16,500,1609,1950,2441,1,4,48,74,146,31,16,21,86
2019-11-11T18:59:53.213590991Z,240,ef47db99_qps_100_c_16_1024_nomixer_base,16,100,727,1076,1522,1,4,48,2,3,31,15,21,86
2019-11-11T18:55:52.549288178Z,240,ef47db99_qps_100_c_16_1024_nomixer_both,16,100,2589,3176,3931,1,4,48,19,33,31,14,19,86
2019-11-11T18:51:51.554883282Z,240,ef47db99_qps_100_c_16_1024_nomixer_serveronly,16,100,1642,2102,2958,1,3,48,16,25,31,16,25,86
2019-11-11T18:47:50.866231105Z,240,ef47db99_qps_10_c_16_1024_nomixer_base,16,10,880,1427,2714,1,4,48,2,4,31,15,18,86
2019-11-11T18:43:50.231620317Z,240,ef47db99_qps_10_c_16_1024_nomixer_both,16,10,2793,3626,5479,2,7,48,4,9,31,15,21,86
2019-11-11T18:39:49.195088735Z,240,ef47db99_qps_10_c_16_1024_nomixer_serveronly,16,10,1982,2766,3532,2,6,48,4,10,30,16,31,86
2019-11-11T18:35:20.229236062Z,240,98996df9_qps_1000_c_64_1024_mixer_base,64,1000,891,1238,2354,1,2,48,3,5,38,16,21,85
2019-11-11T18:31:17.209971154Z,240,98996df9_qps_1000_c_64_1024_mixer_both,64,1000,10912,16352,19911,1169,2026,46,299,419,38,16,22,85
2019-11-11T18:27:13.762283656Z,240,98996df9_qps_1000_c_64_1024_mixer_serveronly,64,1000,5505,8829,11691,558,731,46,190,398,37,17,23,85
2019-11-11T18:23:13.068418916Z,240,98996df9_qps_1000_c_32_1024_mixer_base,32,1000,765,968,1649,1,2,46,2,4,36,15,20,85
2019-11-11T18:19:10.109579371Z,240,98996df9_qps_1000_c_32_1024_mixer_both,32,1000,6020,9986,12574,1172,1630,46,319,579,36,16,26,85
2019-11-11T18:15:06.803206331Z,240,98996df9_qps_1000_c_32_1024_mixer_serveronly,32,1000,3132,5873,7624,612,887,46,223,420,35,16,21,85
2019-11-11T18:11:06.145290635Z,240,98996df9_qps_1000_c_16_1024_mixer_base,16,1000,674,838,1225,2,8,46,2,5,34,16,22,85
2019-11-11T18:07:03.241807474Z,240,98996df9_qps_1000_c_16_1024_mixer_both,16,1000,4089,7230,9692,1144,1430,46,353,533,34,17,20,85
2019-11-11T18:02:59.950604132Z,240,98996df9_qps_1000_c_16_1024_mixer_serveronly,16,1000,2040,2659,5912,586,1243,46,264,317,34,16,23,85
2019-11-11T17:58:57.297893225Z,240,98996df9_qps_1000_c_8_1024_mixer_base,8,1000,544,677,859,1,3,46,2,5,34,16,26,85
2019-11-11T17:54:54.378409428Z,240,98996df9_qps_1000_c_8_1024_mixer_both,8,1000,2233,2918,6773,1220,1848,46,353,646,34,15,19,85
2019-11-11T17:50:51.15448903Z,240,98996df9_qps_1000_c_8_1024_mixer_serveronly,8,1000,1418,1875,4971,576,1038,46,241,337,33,16,22,85
2019-11-11T17:46:50.524215082Z,240,98996df9_qps_1000_c_4_1024_mixer_base,4,1000,419,531,698,1,3,46,2,3,33,16,25,85
2019-11-11T17:42:47.655634938Z,240,98996df9_qps_1000_c_4_1024_mixer_both,4,1000,1576,1957,5933,1214,1581,46,345,679,33,15,18,85
2019-11-11T17:38:44.398129952Z,240,98996df9_qps_1000_c_4_1024_mixer_serveronly,4,1000,932,1205,4316,537,713,46,330,586,32,16,20,85
2019-11-11T17:34:43.745550399Z,240,98996df9_qps_1000_c_2_1024_mixer_base,2,1000,330,417,546,2,8,46,2,5,32,15,30,85
2019-11-11T17:30:40.787664508Z,240,98996df9_qps_1000_c_2_1024_mixer_both,2,1000,1208,1476,5504,1190,2194,46,314,420,32,16,21,85
2019-11-11T17:26:37.360660882Z,240,98996df9_qps_1000_c_2_1024_mixer_serveronly,2,1000,711,854,4182,554,702,46,371,741,32,15,21,85
2019-11-11T17:22:36.720422068Z,240,98996df9_qps_1000_c_1_1024_mixer_base,1,1000,300,379,503,1,4,46,2,3,30,16,19,85
2019-11-11T17:18:33.833498363Z,240,98996df9_qps_1000_c_1_1024_mixer_both,1,802,1117,1372,6663,978,1330,46,316,652,30,17,21,85
2019-11-11T17:14:10.102783716Z,240,c9704c2c_qps_3000_c_16_1024_mixer_base,16,3000,553,722,1191,7,12,171,2,4,35,15,18,84
2019-11-11T17:10:09.458736711Z,240,c9704c2c_qps_3000_c_16_1024_mixer_both,16,3000,3177,6385,9688,3794,6419,167,904,1415,35,14,24,84
2019-11-11T17:06:08.743215677Z,240,c9704c2c_qps_3000_c_16_1024_mixer_serveronly,16,3000,1696,2294,5914,1653,2288,131,713,836,34,14,20,84
2019-11-11T17:02:07.789606229Z,240,c9704c2c_qps_2000_c_16_1024_mixer_base,16,2000,629,798,1311,4,8,129,2,4,34,15,22,84
2019-11-11T16:58:05.133922905Z,240,c9704c2c_qps_2000_c_16_1024_mixer_both,16,2000,3387,6463,9055,2487,3839,124,655,1229,34,15,19,84
2019-11-11T16:54:04.479468834Z,240,c9704c2c_qps_2000_c_16_1024_mixer_serveronly,16,2000,1866,2461,5939,1058,2048,44,495,865,34,14,21,84
2019-11-11T16:50:03.457883751Z,240,c9704c2c_qps_1000_c_16_1024_mixer_base,16,1000,694,857,1245,2,12,43,3,4,34,16,20,83
2019-11-11T16:46:02.778546886Z,240,c9704c2c_qps_1000_c_16_1024_mixer_both,16,1000,4060,7385,9449,1218,1591,43,345,466,34,17,23,83
2019-11-11T16:42:02.046640344Z,240,c9704c2c_qps_1000_c_16_1024_mixer_serveronly,16,1000,2801,5104,6860,576,1259,43,251,333,34,15,22,83
2019-11-11T16:38:01.064072431Z,240,c9704c2c_qps_500_c_16_1024_mixer_base,16,500,726,883,1213,2,7,43,3,4,34,15,21,83
2019-11-11T16:34:00.429164625Z,240,c9704c2c_qps_500_c_16_1024_mixer_both,16,500,3849,6442,9512,600,763,42,163,226,34,17,22,83
2019-11-11T16:29:59.745259988Z,240,c9704c2c_qps_500_c_16_1024_mixer_serveronly,16,500,2248,2972,6197,303,558,42,129,160,33,16,20,83
2019-11-11T16:25:58.746380444Z,240,c9704c2c_qps_100_c_16_1024_mixer_base,16,100,760,1114,1640,2,6,42,2,4,32,16,29,83
2019-11-11T16:21:58.108031571Z,240,c9704c2c_qps_100_c_16_1024_mixer_both,16,100,3968,4794,5782,116,208,39,39,52,32,17,24,83
2019-11-11T16:17:57.398209205Z,240,c9704c2c_qps_100_c_16_1024_mixer_serveronly,16,100,2709,3355,4069,65,83,39,29,41,31,17,21,82
2019-11-11T16:13:56.389790671Z,240,c9704c2c_qps_10_c_16_1024_mixer_base,16,10,798,1253,2194,2,7,39,2,6,30,17,23,82
2019-11-11T16:09:55.771775221Z,240,c9704c2c_qps_10_c_16_1024_mixer_both,16,10,4186,5398,6439,15,30,37,7,12,30,15,23,82
2019-11-11T16:05:55.105222743Z,240,c9704c2c_qps_10_c_16_1024_mixer_serveronly,16,10,2391,3160,3991,9,20,36,6,7,29,14,20,81
